Lovesong,Riley Keough- Jena Malone- Jessie Ok Gray- Cary Joji Fukunaga
RocknRolla,Gerard Butler- Tom Wilkinson- Idris Elba- Thandie Newton
In Time,Justin Timberlake- Amanda Seyfried- Cillian Murphy-Olivia Wilde
The Social Network,Jesse Eisenberg- Andrew Garfield- Justin Timberlake-Rooney Mara
The Last Witch Hunter,Vin Diesel- Rose Leslie- Elijah Wood- Ólafur Darri Ólafsson
Victor Frankenstein,Daniel Radcliffe- James McAvoy- Jessica Brown Findlay- Andrew Scott
A Street Cat Named Bob,Luke Treadaway- Bob the Cat- Ruta Gedmintas- Joanne Froggatt
Green Room,Anton Yelchin- Imogen Poots- Alia Shawkat-Patrick Stewart
Blackhat,Chris Hemsworth- Viola Davis- Wei Tang- Leehom Wang
Storks,Andy Samberg- Katie Crown-Kelsey Grammer- Jennifer Aniston
American Sniper,Bradley Cooper- Sienna Miller- Kyle Gallner- Cole Konis
Dallas Buyers Club,Matthew McConaughey- Jennifer Garner- Jared Leto- Steve Zahn
Lincoln,Daniel Day-Lewis- Sally Field- David Strathairn-Joseph Gordon-Levitt
Rush,Daniel Brühl- Chris Hemsworth- Olivia Wilde-Alexandra Maria Lara
Before I Wake,Kate Bosworth- Thomas Jane- Jacob Tremblay-Annabeth Gish
Silver Linings Playbook,Bradley Cooper- Jennifer Lawrence- Robert De Niro- Jacki Weaver
Tracktown,Alexi Pappas- Chase Offerle- Rachel Dratch- Andy Buckley
The Fault in Our Stars,Shailene Woodley- Ansel Elgort- Nat Wolff- Laura Dern
Blended,Adam Sandler- Drew Barrymore- Wendi McLendon-Covey- Kevin Nealon
Fast & Furious,Vin Diesel- Paul Walker- Michelle Rodriguez- Jordana Brewster
Looper,Joseph Gordon-Levitt- Bruce Willis- Emily Blunt- Paul Dano
White House Down,Channing Tatum- Jamie Foxx- Maggie Gyllenhaal-Jason Clarke
Pete's Dragon,Bryce Dallas Howard- Robert Redford- Oakes Fegley-Oona Laurence
Spider-Man 3,Tobey Maguire- Kirsten Dunst- Topher Grace- Thomas Haden Church
The Three Musketeers,Logan Lerman- Matthew Macfadyen- Ray Stevenson- Milla Jovovich
Stardust,Charlie Cox- Claire Danes- Sienna Miller- Ian McKellen
American Hustle,Christian Bale- Amy Adams- Bradley Cooper-Jennifer Lawrence
Jennifer's Body,Megan Fox- Amanda Seyfried- Adam Brody- Johnny Simmons
Midnight in Paris,Owen Wilson- Rachel McAdams- Kathy Bates- Kurt Fuller
Lady Macbeth,Florence Pugh- Christopher Fairbank- Cosmo Jarvis- Naomi Ackie
Joy,Jennifer Lawrence- Robert De Niro- Bradley Cooper- Edgar Ramírez
The Dressmaker,Kate Winslet- Judy Davis- Liam Hemsworth-Hugo Weaving
Café Society,Jesse Eisenberg- Kristen Stewart- Steve Carell- Blake Lively
Insurgent,Shailene Woodley- Ansel Elgort- Theo James-Kate Winslet
Seventh Son,Ben Barnes- Julianne Moore- Jeff Bridges- Alicia Vikander
Demain tout commence,Omar Sy- Clémence Poésy- Antoine Bertrand- Ashley Walters
The Theory of Everything,Eddie Redmayne- Felicity Jones- Tom Prior- Sophie Perry
This Is the End,James Franco- Jonah Hill- Seth Rogen-Jay Baruchel
About Time,Domhnall Gleeson- Rachel McAdams- Bill Nighy-Lydia Wilson
Step Brothers,Will Ferrell- John C. Reilly- Mary Steenburgen-Richard Jenkins
Clown,Andy Powers- Laura Allen- Peter Stormare- Christian Distefano
Star Trek Into Darkness,Chris Pine- Zachary Quinto- Zoe Saldana- Benedict Cumberbatch
Zombieland,Jesse Eisenberg- Emma Stone- Woody Harrelson-Abigail Breslin
Hail- Caesar!,Josh Brolin- George Clooney- Alden Ehrenreich- Ralph Fiennes
Slumdog Millionaire,Dev Patel- Freida Pinto- Saurabh Shukla- Anil Kapoor
The Twilight Saga: Breaking Dawn - Part 2,Kristen Stewart- Robert Pattinson- Taylor Lautner- Peter Facinelli
American Wrestler: The Wizard,William Fichtner- Jon Voight- Lia Marie Johnson-Gabriel Basso
The Amazing Spider-Man,Andrew Garfield- Emma Stone- Rhys Ifans- Irrfan Khan
Ben-Hur,Jack Huston- Toby Kebbell- Rodrigo Santoro-Nazanin Boniadi
Sleight,Jacob Latimore- Seychelle Gabriel- Dulé Hill- Storm Reid
The Maze Runner,Dylan O'Brien- Kaya Scodelario- Will Poulter- Thomas Brodie-Sangster
Criminal,Kevin Costner- Ryan Reynolds- Gal Gadot- Gary Oldman
Wanted,Angelina Jolie- James McAvoy- Morgan Freeman- Terence Stamp
Florence Foster Jenkins,Meryl Streep- Hugh Grant- Simon Helberg- Rebecca Ferguson
Collide,Nicholas Hoult- Felicity Jones- Anthony Hopkins- Ben Kingsley
Black Mass,Johnny Depp- Benedict Cumberbatch- Dakota Johnson- Joel Edgerton
Creed,Michael B. Jordan- Sylvester Stallone- Tessa Thompson- Phylicia Rashad
Swiss Army Man,Paul Dano- Daniel Radcliffe- Mary Elizabeth Winstead- Antonia Ribero
The Expendables 3,Sylvester Stallone- Jason Statham- Jet Li- Antonio Banderas
What We Do in the Shadows,Jemaine Clement- Taika Waititi-Cori Gonzalez-Macuer- Jonny Brugh
Southpaw,Jake Gyllenhaal- Rachel McAdams- Oona Laurence-Forest Whitaker
Hush,John Gallagher Jr.- Kate Siegel- Michael Trucco-Samantha Sloyan
Bridge of Spies,Tom Hanks- Mark Rylance- Alan Alda- Amy Ryan
The Lego Movie,Chris Pratt- Will Ferrell- Elizabeth Banks- Will Arnett
Everest,Jason Clarke- Ang Phula Sherpa- Thomas M. Wright- Martin Henderson
Pixels,Adam Sandler- Kevin James- Michelle Monaghan-Peter Dinklage
Robin Hood,Russell Crowe- Cate Blanchett- Matthew Macfadyen-Max von Sydow
The Wolverine,Hugh Jackman- Will Yun Lee- Tao Okamoto- Rila Fukushima
John Carter,Taylor Kitsch- Lynn Collins- Willem Dafoe-Samantha Morton
Keanu,Keegan-Michael Key- Jordan Peele- Tiffany Haddish-Method Man
The Gunman,Sean Penn- Idris Elba- Jasmine Trinca- Javier Bardem
Steve Jobs,Michael Fassbender- Kate Winslet- Seth Rogen- Jeff Daniels
Whisky Galore,Tim Pigott-Smith- Naomi Battrick- Ellie Kendrick-James Cosmo
Grown Ups 2,Adam Sandler- Kevin James- Chris Rock- David Spade
The Age of Adaline,Blake Lively- Michiel Huisman- Harrison Ford-Kathy Baker
The Incredible Hulk,Edward Norton- Liv Tyler- Tim Roth- William Hurt
Couples Retreat,Vince Vaughn- Malin Akerman- Jon Favreau- Jason Bateman
Absolutely Anything,Simon Pegg- Kate Beckinsale- Sanjeev Bhaskar- Rob Riggle
Magic Mike,Channing Tatum- Alex Pettyfer- Olivia Munn-Matthew McConaughey
Minions,Sandra Bullock- Jon Hamm- Michael Keaton- Pierre Coffin
The Black Room,Natasha Henstridge- Lukas Hassel- Lin Shaye-Dominique Swain
Bronson,Tom Hardy- Kelly Adams- Luing Andrews-Katy Barker
Despicable Me,Steve Carell- Jason Segel- Russell Brand- Julie Andrews
The Best of Me,James Marsden- Michelle Monaghan- Luke Bracey-Liana Liberato
The Invitation,Logan Marshall-Green- Emayatzy Corinealdi- Michiel Huisman- Tammy Blanchard
Zero Dark Thirty,Jessica Chastain- Joel Edgerton- Chris Pratt- Mark Strong
Tangled,Mandy Moore- Zachary Levi- Donna Murphy- Ron Perlman
The Hunger Games: Mockingjay - Part 2,Jennifer Lawrence- Josh Hutcherson- Liam Hemsworth- Woody Harrelson
Vacation,Ed Helms- Christina Applegate- Skyler Gisondo- Steele Stebbins
Taken,Liam Neeson- Maggie Grace- Famke Janssen- Leland Orser
Pitch Perfect 2,Anna Kendrick- Rebel Wilson- Hailee Steinfeld-Brittany Snow
Monsters University,Billy Crystal- John Goodman- Steve Buscemi- Helen Mirren
Elle,Isabelle Huppert- Laurent Lafitte- Anne Consigny-Charles Berling
Mechanic: Resurrection,Jason Statham- Jessica Alba- Tommy Lee Jones-Michelle Yeoh
Tusk,Justin Long- Michael Parks- Haley Joel Osment-Genesis Rodriguez
The Headhunter's Calling,Alison Brie- Gerard Butler- Willem Dafoe- Gretchen Mol
Atonement,Keira Knightley- James McAvoy- Brenda Blethyn-Saoirse Ronan
Harry Potter and the Deathly Hallows: Part 1,Daniel Radcliffe- Emma Watson- Rupert Grint- Bill Nighy
Shame,Michael Fassbender- Carey Mulligan- James Badge Dale- Lucy Walters
Hanna,Saoirse Ronan- Cate Blanchett- Eric Bana- Vicky Krieps
The Babysitters,Lauren Birkell- Paul Borghese- Chira Cassel- Anthony Cirillo
Pride and Prejudice and Zombies,Lily James- Sam Riley- Jack Huston- Bella Heathcote
300: Rise of an Empire,Sullivan Stapleton- Eva Green- Lena Headey- Hans Matheson
London Has Fallen,Gerard Butler- Aaron Eckhart- Morgan Freeman-Angela Bassett
The Curious Case of Benjamin Button,Brad Pitt- Cate Blanchett- Tilda Swinton- Julia Ormond
Sin City: A Dame to Kill For,Mickey Rourke- Jessica Alba- Josh Brolin- Joseph Gordon-Levitt
The Bourne Ultimatum,Matt Damon- Edgar Ramírez- Joan Allen- Julia Stiles
Srpski film,Srdjan 'Zika' Todorovic- Sergej Trifunovic-Jelena Gavrilovic- Slobodan Bestic
The Purge: Election Year,Frank Grillo- Elizabeth Mitchell- Mykelti Williamson- Joseph Julian Soria
3 Idiots,Aamir Khan- Madhavan- Mona Singh- Sharman Joshi
Zoolander 2,Ben Stiller- Owen Wilson- Penélope Cruz- Will Ferrell
World War Z,Brad Pitt- Mireille Enos- Daniella Kertesz- James Badge Dale
Mission: Impossible - Ghost Protocol,Tom Cruise- Jeremy Renner- Simon Pegg- Paula Patton
Let Me Make You a Martyr,Marilyn Manson- Mark Boone Junior- Sam Quartin- Niko Nicotera
Filth,James McAvoy- Jamie Bell- Eddie Marsan- Imogen Poots
The Longest Ride,Scott Eastwood- Britt Robertson- Alan Alda- Jack Huston
The imposible,Naomi Watts- Ewan McGregor- Tom Holland- Oaklee Pendergast
Kick-Ass 2,Aaron Taylor-Johnson- Chloë Grace Moretz-Christopher Mintz-Plasse- Jim Carrey
Folk Hero & Funny Guy,Alex Karpovsky- Wyatt Russell- Meredith Hagner-Melanie Lynskey
Oz the Great and Powerful,James Franco- Michelle Williams- Rachel Weisz- Mila Kunis
Brooklyn,Saoirse Ronan- Emory Cohen- Domhnall Gleeson-Jim Broadbent
Coraline,Dakota Fanning- Teri Hatcher- John Hodgman- Jennifer Saunders
Blue Valentine,Ryan Gosling- Michelle Williams- John Doman-Faith Wladyka
The Thinning,Logan Paul- Peyton List- Lia Marie Johnson-Calum Worthy
Silent Hill,Radha Mitchell- Laurie Holden- Sean Bean-Deborah Kara Unger
Dredd,Karl Urban- Olivia Thirlby- Lena Headey- Rachel Wood
Hunt for the Wilderpeople,Sam Neill- Julian Dennison- Rima Te Wiata- Rachel House
Big Hero 6,Ryan Potter- Scott Adsit- Jamie Chung-T.J. Miller
Carrie,Chloë Grace Moretz- Julianne Moore- Gabriella Wilde- Portia Doubleday
Iron Man 2,Robert Downey Jr.- Mickey Rourke- Gwyneth Paltrow-Don Cheadle
Demolition,Jake Gyllenhaal- Naomi Watts- Chris Cooper-Judah Lewis
Pandorum,Dennis Quaid- Ben Foster- Cam Gigandet- Antje Traue
Olympus Has Fallen,Gerard Butler- Aaron Eckhart- Morgan Freeman-Angela Bassett
I Am Number Four,Alex Pettyfer- Timothy Olyphant- Dianna Agron- Teresa Palmer
Jagten,Mads Mikkelsen- Thomas Bo Larsen- Annika Wedderkopp- Lasse Fogelstrøm
The Proposal,Sandra Bullock- Ryan Reynolds- Mary Steenburgen-Craig T. Nelson
Get Hard,Will Ferrell- Kevin Hart- Alison Brie- T.I.
Just Go with It,Adam Sandler- Jennifer Aniston- Brooklyn Decker-Nicole Kidman
Revolutionary Road,Leonardo DiCaprio- Kate Winslet- Christopher Fitzgerald- Jonathan Roumie
The Town,Ben Affleck- Rebecca Hall- Jon Hamm- Jeremy Renner
The Boy,Lauren Cohan- Rupert Evans- James Russell- Jim Norton
Denial,Rachel Weisz- Tom Wilkinson- Timothy Spall- Andrew Scott
Predestination,Ethan Hawke- Sarah Snook- Noah Taylor- Madeleine West
Goosebumps,Jack Black- Dylan Minnette- Odeya Rush- Ryan Lee
Sherlock Holmes: A Game of Shadows,Robert Downey Jr.- Jude Law- Jared Harris- Rachel McAdams
Salt,Angelina Jolie- Liev Schreiber- Chiwetel Ejiofor- Daniel Olbrychski
Enemy,Jake Gyllenhaal- Mélanie Laurent- Sarah Gadon-Isabella Rossellini
District 9,Sharlto Copley- David James- Jason Cope- Nathalie Boltt
The Other Guys,Will Ferrell- Mark Wahlberg- Derek Jeter- Eva Mendes
American Gangster,Denzel Washington- Russell Crowe- Chiwetel Ejiofor-Josh Brolin
Marie Antoinette,Kirsten Dunst- Jason Schwartzman- Rip Torn- Judy Davis
2012,John Cusack- Thandie Newton- Chiwetel Ejiofor-Amanda Peet
Harry Potter and the Half-Blood Prince,Daniel Radcliffe- Emma Watson- Rupert Grint- Michael Gambon
Argo,Ben Affleck- Bryan Cranston- John Goodman- Alan Arkin
Eddie the Eagle,Taron Egerton- Hugh Jackman- Tom Costello- Jo Hartley
The Lives of Others,Ulrich Mühe- Martina Gedeck-Sebastian Koch- Ulrich Tukur
Pet,Dominic Monaghan- Ksenia Solo- Jennette McCurdy-Da'Vone McDonald
Paint It Black,Alia Shawkat- Nancy Kwan- Annabelle Attanasio-Alfred Molina
Macbeth,Michael Fassbender- Marion Cotillard- Jack Madigan-Frank Madigan
Forgetting Sarah Marshall,Kristen Bell- Jason Segel- Paul Rudd- Mila Kunis
The Giver,Brenton Thwaites- Jeff Bridges- Meryl Streep- Taylor Swift
Triple 9,Casey Affleck- Chiwetel Ejiofor- Anthony Mackie-Aaron Paul
Perfetti sconosciuti,Giuseppe Battiston- Anna Foglietta- Marco Giallini-Edoardo Leo
Angry Birds,Jason Sudeikis- Josh Gad- Danny McBride- Maya Rudolph
Moonrise Kingdom,Jared Gilman- Kara Hayward- Bruce Willis- Bill Murray
Hairspray,John Travolta- Queen Latifah- Nikki Blonsky-Michelle Pfeiffer
Safe Haven,Julianne Hough- Josh Duhamel- Cobie Smulders-David Lyons
Focus,Will Smith- Margot Robbie- Rodrigo Santoro- Adrian Martinez
Ratatouille,Brad Garrett- Lou Romano- Patton Oswalt-Ian Holm
Stake Land,Connor Paolo- Nick Damici- Kelly McGillis- Gregory Jones
The Book of Eli,Denzel Washington- Mila Kunis- Ray Stevenson- Gary Oldman
Cloverfield,Mike Vogel- Jessica Lucas- Lizzy Caplan- T.J. Miller
Point Break,Edgar Ramírez- Luke Bracey- Ray Winstone- Teresa Palmer
Under the Skin,Scarlett Johansson- Jeremy McWilliams- Lynsey Taylor Mackay- Dougie McConnell
I Am Legend,Will Smith- Alice Braga- Charlie Tahan- Salli Richardson-Whitfield
Men in Black 3,Will Smith- Tommy Lee Jones- Josh Brolin-Jemaine Clement
Super 8,Elle Fanning- AJ Michalka- Kyle Chandler- Joel Courtney
Law Abiding Citizen,Gerard Butler- Jamie Foxx- Leslie Bibb- Colm Meaney
Up,Edward Asner- Jordan Nagai- John Ratzenberger- Christopher Plummer
Maze Runner: The Scorch Trials,Dylan O'Brien- Kaya Scodelario- Thomas Brodie-Sangster-Giancarlo Esposito
Carol,Cate Blanchett- Rooney Mara- Sarah Paulson- Kyle Chandler
Imperium,Daniel Radcliffe- Toni Collette- Tracy Letts- Sam Trammell
Youth,Michael Caine- Harvey Keitel- Rachel Weisz- Jane Fonda
Mr. Nobody,Jared Leto- Sarah Polley- Diane Kruger- Linh Dan Pham
City of Tiny Lights,Riz Ahmed- Billie Piper- James Floyd- Cush Jumbo
Savages,Aaron Taylor-Johnson- Taylor Kitsch- Blake Lively-Benicio Del Toro
(500) Days of Summer,Zooey Deschanel- Joseph Gordon-Levitt- Geoffrey Arend- Chloë Grace Moretz
Movie 43,Emma Stone- Stephen Merchant- Richard Gere- Liev Schreiber
Gravity,Sandra Bullock- George Clooney- Ed Harris- Orto Ignatiussen
The Boy in the Striped Pyjamas,Asa Butterfield- David Thewlis- Rupert Friend- Zac Mattoon O'Brien
Shooter,Mark Wahlberg- Michael Peña- Rhona Mitra- Danny Glover
The Happening,Mark Wahlberg- Zooey Deschanel- John Leguizamo- Ashlyn Sanchez
Bone Tomahawk,Kurt Russell- Patrick Wilson- Matthew Fox- Richard Jenkins
Magic Mike XXL,Channing Tatum- Joe Manganiello- Matt Bomer-Adam Rodriguez
Easy A,Emma Stone- Amanda Bynes- Penn Badgley- Dan Byrd
Exodus: Gods and Kings,Christian Bale- Joel Edgerton- Ben Kingsley- Sigourney Weaver
Chappie,Sharlto Copley- Dev Patel- Hugh Jackman-Sigourney Weaver
The Hobbit: The Desolation of Smaug,Ian McKellen- Martin Freeman- Richard Armitage-Ken Stott
Half of a Yellow Sun,Chiwetel Ejiofor- Thandie Newton- Anika Noni Rose-Joseph Mawle
Anthropoid,Jamie Dornan- Cillian Murphy- Brian Caspe- Karel Hermánek Jr.
The Counselor,Michael Fassbender- Penélope Cruz- Cameron Diaz-Javier Bardem
Viking,Anton Adasinsky- Aleksandr Armer- Vilen Babichev- Rostislav Bershauer
Whiskey Tango Foxtrot,Tina Fey- Margot Robbie- Martin Freeman- Alfred Molina
Trust,Clive Owen- Catherine Keener- Liana Liberato-Jason Clarke
Birth of the Dragon,Billy Magnussen- Terry Chen- Teresa Navarro-Vanessa Ross
Elysium,Matt Damon- Jodie Foster- Sharlto Copley- Alice Braga
The Green Inferno,Lorenza Izzo- Ariel Levy- Aaron Burns- Kirby Bliss Blanton
Godzilla,Aaron Taylor-Johnson- Elizabeth Olsen- Bryan Cranston- Ken Watanabe
The Bourne Legacy,Jeremy Renner- Rachel Weisz- Edward Norton- Scott Glenn
A Good Year,Russell Crowe- Abbie Cornish- Albert Finney- Marion Cotillard
Friend Request,Alycia Debnam-Carey- William Moseley- Connor Paolo- Brit Morgan
Deja Vu,Denzel Washington- Paula Patton- Jim Caviezel- Val Kilmer
Lucy,Scarlett Johansson- Morgan Freeman- Min-sik Choi-Amr Waked
A Quiet Passion,Cynthia Nixon- Jennifer Ehle- Duncan Duff- Keith Carradine
Need for Speed,Aaron Paul- Dominic Cooper- Imogen Poots- Scott Mescudi
Jack Reacher,Tom Cruise- Rosamund Pike- Richard Jenkins- Werner Herzog
The Do-Over,Adam Sandler- David Spade- Paula Patton- Kathryn Hahn
True Crimes,Jim Carrey- Charlotte Gainsbourg- Marton Csokas- Kati Outinen
American Pastoral,Ewan McGregor- Jennifer Connelly- Dakota Fanning- Peter Riegert
The Ghost Writer,Ewan McGregor- Pierce Brosnan- Olivia Williams-Jon Bernthal
Limitless,Bradley Cooper- Anna Friel- Abbie Cornish- Robert De Niro
Spectral,James Badge Dale- Emily Mortimer- Bruce Greenwood-Max Martini
P.S. I Love You,Hilary Swank- Gerard Butler- Harry Connick Jr.- Lisa Kudrow
Zipper,Patrick Wilson- Lena Headey- Ray Winstone-Richard Dreyfuss
Midnight Special,Michael Shannon- Joel Edgerton- Kirsten Dunst- Adam Driver
Don't Think Twice,Keegan-Michael Key- Gillian Jacobs- Mike Birbiglia-Chris Gethard
Alice in Wonderland,Mia Wasikowska- Johnny Depp- Helena Bonham Carter-Anne Hathaway
Chuck,Elisabeth Moss- Naomi Watts- Ron Perlman- Liev Schreiber
I- Daniel Blake,Dave Johns- Hayley Squires- Sharon Percy- Briana Shann
The Break-Up,Jennifer Aniston- Vince Vaughn- Jon Favreau- Joey Lauren Adams
Loving,Ruth Negga- Joel Edgerton- Will Dalton- Dean Mumford
Fantastic Four,Miles Teller- Kate Mara- Michael B. Jordan- Jamie Bell
The Survivalist,Mia Goth- Martin McCann- Barry Ward- Andrew Simpson
Colonia,Emma Watson- Daniel Brühl- Michael Nyqvist-Richenda Carey
The Boy Next Door,Jennifer Lopez- Ryan Guzman- Kristin Chenoweth- John Corbett
The Gift,Jason Bateman- Rebecca Hall- Joel Edgerton- Allison Tolman
Dracula Untold,Luke Evans- Dominic Cooper- Sarah Gadon- Art Parkinson
In the Heart of the Sea,Chris Hemsworth- Cillian Murphy- Brendan Gleeson-Ben Whishaw
Idiocracy,Luke Wilson- Maya Rudolph- Dax Shepard- Terry Crews
The Expendables,Sylvester Stallone- Jason Statham- Jet Li- Dolph Lundgren
Evil Dead,Jane Levy- Shiloh Fernandez- Jessica Lucas- Lou Taylor Pucci
Sinister,Ethan Hawke- Juliet Rylance- James Ransone-Fred Dalton Thompson
Wreck-It Ralph,John C. Reilly- Jack McBrayer- Jane Lynch- Sarah Silverman
Snow White and the Huntsman,Kristen Stewart- Chris Hemsworth- Charlize Theron- Sam Claflin
Pan,Levi Miller- Hugh Jackman- Garrett Hedlund- Rooney Mara
Transformers: Dark of the Moon,Shia LaBeouf- Rosie Huntington-Whiteley- Tyrese Gibson- Josh Duhamel
Juno,Ellen Page- Michael Cera- Jennifer Garner- Jason Bateman
A Hologram for the King,Tom Hanks- Sarita Choudhury- Ben Whishaw-Alexander Black
Money Monster,George Clooney- Julia Roberts- Jack O'Connell-Dominic West
The Other Woman,Cameron Diaz- Leslie Mann- Kate Upton- Nikolaj Coster-Waldau
Enchanted,Amy Adams- Susan Sarandon- James Marsden- Patrick Dempsey
The Intern,Robert De Niro- Anne Hathaway- Rene Russo-Anders Holm
Little Miss Sunshine,Steve Carell- Toni Collette- Greg Kinnear- Abigail Breslin
Bleed for This,Miles Teller- Aaron Eckhart- Katey Sagal- Ciarán Hinds
Clash of the Titans,Sam Worthington- Liam Neeson- Ralph Fiennes-Jason Flemyng
The Finest Hours,Chris Pine- Casey Affleck- Ben Foster- Eric Bana
Tron,Jeff Bridges- Garrett Hedlund- Olivia Wilde- Bruce Boxleitner
The Hunger Games: Catching Fire,Jennifer Lawrence- Josh Hutcherson- Liam Hemsworth- Philip Seymour Hoffman
All Good Things,Ryan Gosling- Kirsten Dunst- Frank Langella- Lily Rabe
Kickboxer: Vengeance,Dave Bautista- Alain Moussi- Gina Carano- Jean-Claude Van Damme
The Last Airbender,Noah Ringer- Nicola Peltz- Jackson Rathbone-Dev Patel
Sex Tape,Jason Segel- Cameron Diaz- Rob Corddry- Ellie Kemper
What to Expect When You're Expecting,Cameron Diaz- Matthew Morrison- J. Todd Smith- Dennis Quaid
Moneyball,Brad Pitt- Robin Wright- Jonah Hill- Philip Seymour Hoffman
Ghost Rider,Nicolas Cage- Eva Mendes- Sam Elliott- Matt Long
Unbroken,Jack O'Connell- Miyavi- Domhnall Gleeson- Garrett Hedlund
Immortals,Henry Cavill- Mickey Rourke- John Hurt- Stephen Dorff
Sunshine,Cillian Murphy- Rose Byrne- Chris Evans- Michelle Yeoh
Brave,Kelly Macdonald-Billy Connolly- Emma Thompson- Julie Walters
Män som hatar kvinnor,Michael Nyqvist- Noomi Rapace- Ewa Fröling-Lena Endre
Adoration,Naomi Watts- Robin Wright- Xavier Samuel- James Frecheville
The Drop,Tom Hardy- Noomi Rapace- James Gandolfini-Matthias Schoenaerts
She's the Man,Amanda Bynes- Laura Ramsey- Channing Tatum-Vinnie Jones
Daddy's Home,Will Ferrell- Mark Wahlberg- Linda Cardellini- Thomas Haden Church
Let Me In,Kodi Smit-McPhee- Chloë Grace Moretz- Richard Jenkins- Cara Buono
Never Back Down,Sean Faris- Djimon Hounsou- Amber Heard- Cam Gigandet
Grimsby,Sacha Baron Cohen- Mark Strong- Rebel Wilson-Freddie Crowder
Moon,Sam Rockwell- Kevin Spacey- Dominique McElligott-Rosie Shaw
Megamind,Will Ferrell- Jonah Hill- Brad Pitt- Tina Fey
Gangster Squad,Sean Penn- Ryan Gosling- Emma Stone- Giovanni Ribisi
Blood Father,Mel Gibson- Erin Moriarty- Diego Luna- Michael Parks
He's Just Not That Into You,Jennifer Aniston- Jennifer Connelly- Morgan Lily-Trenton Rogers
Kung Fu Panda 3,Jack Black- Bryan Cranston- Dustin Hoffman- Angelina Jolie
The Rise of the Krays,Matt Vael- Simon Cotton- Kevin Leslie- Olivia Moyles
Handsome Devil,Fionn O'Shea- Nicholas Galitzine- Andrew Scott- Moe Dunford
Winter's Bone,Jennifer Lawrence- John Hawkes- Garret Dillahunt-Isaiah Stone
Horrible Bosses,Jason Bateman- Charlie Day- Jason Sudeikis- Steve Wiebe
Mommy,Anne Dorval- Antoine-Olivier Pilon- Suzanne Clément-Patrick Huard
Hellboy II: The Golden Army,Ron Perlman- Selma Blair- Doug Jones- John Alexander
Beautiful Creatures,Alice Englert- Viola Davis- Emma Thompson-Alden Ehrenreich
Toni Erdmann,Sandra Hüller- Peter Simonischek- Michael Wittenborn-Thomas Loibl
The Lovely Bones,Rachel Weisz- Mark Wahlberg- Saoirse Ronan- Susan Sarandon
The Assassination of Jesse James by the Coward Robert Ford,Brad Pitt- Casey Affleck- Sam Shepard- Mary-Louise Parker
Don Jon,Joseph Gordon-Levitt- Scarlett Johansson-Julianne Moore- Tony Danza
Bastille Day,Idris Elba- Richard Madden- Charlotte Le Bon- Kelly Reilly
2307: Winter's Dream,Paul Sidhu- Branden Coles- Arielle Holmes- Kelcey Watson
Free State of Jones,Matthew McConaughey- Gugu Mbatha-Raw- Mahershala Ali- Keri Russell
Mr. Right,Anna Kendrick- Sam Rockwell- Tim Roth- James Ransone
The Secret Life of Walter Mitty,Ben Stiller- Kristen Wiig- Jon Daly- Kathryn Hahn
Dope,Shameik Moore- Tony Revolori- Kiersey Clemons-Kimberly Elise
Underworld Awakening,Kate Beckinsale- Michael Ealy- India Eisley- Stephen Rea
Antichrist,Willem Dafoe- Charlotte Gainsbourg- Storm Acheche Sahlstrøm
Friday the 13th,Jared Padalecki- Amanda Righetti- Derek Mears-Danielle Panabaker
Taken 3,Liam Neeson- Forest Whitaker- Maggie Grace-Famke Janssen
Total Recall,Colin Farrell- Bokeem Woodbine- Bryan Cranston-Kate Beckinsale
X-Men: The Last Stand,Patrick Stewart- Hugh Jackman- Halle Berry- Famke Janssen
The Escort,Lyndsy Fonseca- Michael Doneger- Tommy Dewey-Bruce Campbell
The Whole Truth,Keanu Reeves- Renée Zellweger- Gugu Mbatha-Raw- Gabriel Basso
Night at the Museum: Secret of the Tomb,Ben Stiller- Robin Williams- Owen Wilson- Dick Van Dyke
Love & Other Drugs,Jake Gyllenhaal- Anne Hathaway- Judy Greer- Oliver Platt
The Interview,James Franco- Seth Rogen- Randall Park- Lizzy Caplan
The Host,Kang-ho Song- Hee-Bong Byun- Hae-il Park- Doona Bae
Megan Is Missing,Amber Perkins- Rachel Quinn- Dean Waite- Jael Elizabeth Steinmeyer
WALL·E,Ben Burtt- Elissa Knight- Jeff Garlin- Fred Willard
Knocked Up,Seth Rogen- Katherine Heigl- Paul Rudd- Leslie Mann
Source Code,Jake Gyllenhaal- Michelle Monaghan- Vera Farmiga-Jeffrey Wright
Lawless,Tom Hardy- Shia LaBeouf- Guy Pearce- Jason Clarke
Unfriended,Heather Sossaman- Matthew Bohrer- Courtney Halverson- Shelley Hennig
American Reunion,Jason Biggs- Alyson Hannigan-Seann William Scott- Chris Klein
The Pursuit of Happyness,Will Smith- Thandie Newton- Jaden Smith- Brian Howe
Relatos salvajes,Darío Grandinetti- María Marull- Mónica Villa- Rita Cortese
The Ridiculous 6,Adam Sandler- Terry Crews- Jorge Garcia- Taylor Lautner
Frantz,Pierre Niney- Paula Beer- Ernst Stötzner- Marie Gruber
Viral,Sofia Black-D'Elia- Analeigh Tipton-Travis Tope- Michael Kelly
Gran Torino,Clint Eastwood- Bee Vang- Christopher Carley-Ahney Her
Burnt,Bradley Cooper- Sienna Miller- Daniel Brühl- Riccardo Scamarcio
Tall Men,Dan Crisafulli- Kay Whitney- Richard Garcia- Pat Cashman
